emi20231201t201023p13003-A,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emi20230924t223316p15002-A,38.3109142205959,-121.828545254186,2023-09-26T22:33:56+00,Solid Waste (6A),CH4,mfa,"[-121.88297505553385, 38.248953673145195, -121.74604563255998, 38.35640864190618]",emi,production,2024-02-15 20:14:53.099659+00:00,2025-03-25 22:47:51.737930+00:00,v1,,,,,2737.9113146818,1513.94357178834,2.37890625,1.3154296875,286.01063709876,54.3720297616845,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v1/2023/09/26/emi20230926t223356p15002-A/emi20230926t223356p15002-A_l3a-vis-ch4-mfa-v1_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v1/2023/09/26/emi20230926t223356p15002-A/emi20230926t223356p15002-A_l3a-vis-ch4-mfa-v1_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v1/2023/09/26/emi20230926t223356p15002-A/emi20230926t223356p15002-A_l3a-vis-ch4-mfa-v1_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v1/2023/09/26/emi20230926t223356p15002-A/emi20230926t223356p15002-A_l3a-vis-ch4-mfa-v1_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emi20230822t192531p13003-A,32.8512420663186,-117.16612327346,2023-09-24T22:33:16+00,Solid Waste (6A),CH4,mfa,"[-117.19673940638442, 32.82195195599554, -117.12997228227161, 32.878042584193615]",emi,production,2024-02-08 00:19:30.301123+00:00,2025-03-25 22:59:30.200500+00:00,v1,,,,,,,3.951171875,0.319091796875,305.043871051254,5.54664173952532,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/09/24/emi20230924t223316p15002-A/emi20230924t223316p15002-A_l3a-vis-ch4-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/09/24/emi20230924t223316p15002-A/emi20230924t223316p15002-A_l3a-vis-ch4-mfa-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/09/24/emi20230924t223316p15002-A/emi20230924t223316p15002-A_l3a-vis-ch4-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/09/24/emi20230924t223316p15002-A/emi20230924t223316p15002-A_l3a-vis-ch4-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emi20230822t192531p13003-B,37.7538888467142,-121.647296676354,2023-08-22T19:25:31+00,Solid Waste (6A),CH4,mfa,"[-121.70046885746099, 37.712490136054654, -121.62624415977237, 37.77118529795157]",emi,production,2023-11-24 21:40:28.154896+00:00,2025-03-25 22:50:18.555037+00:00,v1,,,,,1173.58991662004,455.770207602233,1.169921875,0.454345703125,325.704056064046,50.5730270841193,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192531p13003-A/emi20230822t192531p13003-A_l3a-vis-ch4-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192531p13003-A/emi20230822t192531p13003-A_l3a-vis-ch4-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mfa-v1/2023/08/22/emi20230822t192531p13003-A/emi20230822t192531p13003-A_l3a-ch4-mfa-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192531p13003-A/emi20230822t192531p13003-A_l3a-vis-ch4-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192531p13003-A/emi20230822t192531p13003-A_l3a-vis-ch4-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emi20230822t192519p13002-A,37.8788557583817,-121.18841120209,2023-08-22T19:25:31+00,Solid Waste (6A),CH4,mfa,"[-121.22454389199467, 37.84317683992152, -121.15446217455333, 37.89897998826653]",emi,production,2024-08-22 17:11:43.686688+00:00,2025-03-25 23:04:39.520930+00:00,v1,0.4.0-dev.59,,,,2908.77368547389,511.709842078428,2.99088541666667,0.280264174558991,344.116825128306,5.43901604188609,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192531p13003-B/emi20230822t192531p13003-B_l3a-vis-ch4-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192531p13003-B/emi20230822t192531p13003-B_l3a-vis-ch4-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v1/2023/08/22/emi20230822t192531p13003-B/emi20230822t192531p13003-B_l3a-ime-ch4-mfa-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192531p13003-B/emi20230822t192531p13003-B_l3a-vis-ch4-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192531p13003-B/emi20230822t192531p13003-B_l3a-vis-ch4-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emi20230822t192519p13002-B,37.9900156862496,-121.936023365718,2023-08-22T19:25:19+00,Solid Waste (6A),CH4,mfa,"[-121.97184598379138, 37.96704132758751, -121.90251638757175, 38.021677991967564]",emi,production,2023-11-24 21:40:28.172477+00:00,2025-03-25 23:33:46.066159+00:00,v1,,,,,1050.38649508085,125.898139380155,2.421875,0.290283203125,310.570457146468,27.2912880835818,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192519p13002-A/emi20230822t192519p13002-A_l3a-vis-ch4-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192519p13002-A/emi20230822t192519p13002-A_l3a-vis-ch4-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mfa-v1/2023/08/22/emi20230822t192519p13002-A/emi20230822t192519p13002-A_l3a-ch4-mfa-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192519p13002-A/emi20230822t192519p13002-A_l3a-vis-ch4-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192519p13002-A/emi20230822t192519p13002-A_l3a-vis-ch4-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emi20230818t210019p14002-A,38.3122411703167,-121.827958685124,2023-08-22T19:25:19+00,Solid Waste (6A),CH4,mfa,"[-121.86375258902501, 38.28733931995833, -121.7935105728269, 38.34245226971268]",emi,production,2024-08-22 17:11:57.990215+00:00,2025-03-25 22:52:35.171046+00:00,v1,0.4.0-dev.59,,,,1106.10987408158,601.713040598242,0.8046875,0.424475110118494,275.036399088025,3.75151155948206,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192519p13002-B/emi20230822t192519p13002-B_l3a-vis-ch4-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192519p13002-B/emi20230822t192519p13002-B_l3a-vis-ch4-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v1/2023/08/22/emi20230822t192519p13002-B/emi20230822t192519p13002-B_l3a-ime-ch4-mfa-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192519p13002-B/emi20230822t192519p13002-B_l3a-vis-ch4-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/22/emi20230822t192519p13002-B/emi20230822t192519p13002-B_l3a-vis-ch4-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emi20230814t223453p15003-A,38.16002300338,-121.905136442013,2023-08-18T21:00:19+00,Other,CH4,mfa,"[-121.9280340384033, 38.13720352553866, -121.85774148123181, 38.19247007876378]",emi,production,2023-11-24 21:40:28.209858+00:00,2025-03-25 22:59:47.331462+00:00,v1,,,,,5343.10754826842,379.440207854142,7.08203125,0.5029296875,266.666339255989,6.46605566502894,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/18/emi20230818t210019p14002-A/emi20230818t210019p14002-A_l3a-vis-ch4-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/18/emi20230818t210019p14002-A/emi20230818t210019p14002-A_l3a-vis-ch4-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mfa-v1/2023/08/18/emi20230818t210019p14002-A/emi20230818t210019p14002-A_l3a-ch4-mfa-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/18/emi20230818t210019p14002-A/emi20230818t210019p14002-A_l3a-vis-ch4-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/18/emi20230818t210019p14002-A/emi20230818t210019p14002-A_l3a-vis-ch4-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emi20230809t165040p11007-A,37.7517416772288,-121.65469439262,2023-08-14T22:34:53+00,Solid Waste (6A),CH4,mfa,"[-121.67990367524838, 37.72092579908021, -121.60989424458467, 37.77628256538253]",emi,production,2023-11-24 21:40:28.265149+00:00,2025-03-25 22:36:02.867373+00:00,v1,,,,,515.571253375259,308.29645626953,1.3955078125,0.83447265625,72.720873828964,77.05360883775,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/14/emi20230814t223453p15003-A/emi20230814t223453p15003-A_l3a-vis-ch4-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/14/emi20230814t223453p15003-A/emi20230814t223453p15003-A_l3a-vis-ch4-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mfa-v1/2023/08/14/emi20230814t223453p15003-A/emi20230814t223453p15003-A_l3a-ch4-mfa-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/14/emi20230814t223453p15003-A/emi20230814t223453p15003-A_l3a-vis-ch4-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/14/emi20230814t223453p15003-A/emi20230814t223453p15003-A_l3a-vis-ch4-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emi20230807t182744p12006-A,32.852306855245,-117.167401735738,2023-08-09T16:50:40+00,Solid Waste (6A),CH4,mfa,"[-117.1959630811762, 32.826789738631184, -117.12980906317655, 32.88285407085354]",emi,production,2023-11-24 21:40:28.283949+00:00,2025-03-25 23:29:33.877115+00:00,v1,,,,,445.356201100699,164.97022827591,0.60009765625,0.2222900390625,320.654804569168,29.6116838254823,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/09/emi20230809t165040p11007-A/emi20230809t165040p11007-A_l3a-vis-ch4-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/09/emi20230809t165040p11007-A/emi20230809t165040p11007-A_l3a-vis-ch4-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mfa-v1/2023/08/09/emi20230809t165040p11007-A/emi20230809t165040p11007-A_l3a-ch4-mfa-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/09/emi20230809t165040p11007-A/emi20230809t165040p11007-A_l3a-vis-ch4-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/09/emi20230809t165040p11007-A/emi20230809t165040p11007-A_l3a-vis-ch4-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emi20230807t182732p12005-A,38.5187523437318,-121.186327323537,2023-08-07T18:27:44+00,Solid Waste (6A),CH4,mfa,"[-121.22096170641929, 38.491525311458815, -121.15175415068103, 38.54567371604251]",emi,production,2023-12-08 17:01:22.004567+00:00,2025-03-25 23:30:27.936319+00:00,v1,,,,,755.406308170262,142.978343582097,2.271484375,0.429931640625,188.703090333366,15.4607726229307,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/07/emi20230807t182744p12006-A/emi20230807t182744p12006-A_l3a-vis-ch4-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/07/emi20230807t182744p12006-A/emi20230807t182744p12006-A_l3a-vis-ch4-mfa-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/07/emi20230807t182744p12006-A/emi20230807t182744p12006-A_l3a-vis-ch4-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/07/emi20230807t182744p12006-A/emi20230807t182744p12006-A_l3a-vis-ch4-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emi20230805t182726p12002-A,38.2156662005757,-121.981581783637,2023-08-07T18:27:32+00,Solid Waste (6A),CH4,mfa,"[-122.01054200576169, 38.194380280828526, -121.94133712243115, 38.24922189513921]",emi,production,2023-12-08 17:01:22.042186+00:00,2025-03-25 23:30:36.164825+00:00,v1,,,,,2234.88846888517,399.566450741312,2.927734375,0.5234375,259.43601711383,10.5210258915653,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/07/emi20230807t182732p12005-A/emi20230807t182732p12005-A_l3a-vis-ch4-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/07/emi20230807t182732p12005-A/emi20230807t182732p12005-A_l3a-vis-ch4-mfa-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/07/emi20230807t182732p12005-A/emi20230807t182732p12005-A_l3a-vis-ch4-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/07/emi20230807t182732p12005-A/emi20230807t182732p12005-A_l3a-vis-ch4-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emi20230731t205308p14003-A,32.8521774591422,-117.168006874683,2023-08-05T18:27:26+00,Solid Waste (6A),CH4,mfa,"[-117.19348716047661, 32.82567297447594, -117.12672775050882, 32.881262981458576]",emi,production,2023-08-25 05:32:48.179488+00:00,2025-03-25 22:50:00.619641+00:00,v1,,,,,1254.62682051761,219.37838913675,2.365234375,0.41357421875,299.694458007813,8.70114231109619,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/05/emi20230805t182726p12002-A/emi20230805t182726p12002-A_l3a-vis-ch4-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/05/emi20230805t182726p12002-A/emi20230805t182726p12002-A_l3a-vis-ch4-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mfa-v1/2023/08/05/emi20230805t182726p12002-A/emi20230805t182726p12002-A_l3a-ch4-mfa-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/05/emi20230805t182726p12002-A/emi20230805t182726p12002-A_l3a-vis-ch4-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/08/05/emi20230805t182726p12002-A/emi20230805t182726p12002-A_l3a-vis-ch4-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230628t192150p0000-A,36.3237258479639,-119.521195490619,2023-07-31T20:53:08+00,Livestock (4B),CH4,mfa,"[-119.5539042955769, 36.29739089462622, -119.48434671907106, 36.35343103952033]",emi,production,2023-08-25 05:33:19.672583+00:00,2025-03-25 22:37:44.855009+00:00,v1,,,,,,,1.095703125,0.380859375,213.4375,117.717140197754,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/07/31/emi20230731t205308p14003-A/emi20230731t205308p14003-A_l3a-vis-ch4-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/07/31/emi20230731t205308p14003-A/emi20230731t205308p14003-A_l3a-vis-ch4-mfa-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/07/31/emi20230731t205308p14003-A/emi20230731t205308p14003-A_l3a-vis-ch4-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v002/2023/07/31/emi20230731t205308p14003-A/emi20230731t205308p14003-A_l3a-vis-ch4-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230628t192150p0000-B,35.5160121754003,-119.038565546867,2023-06-28T19:21:50+00,Oil & Gas (1B2),CH4,mf,"[-119.04035621618327, 35.51418760549942, -119.03587501619022, 35.51783509261129]",GAO,production,2023-10-02 18:32:10.910436+00:00,2025-03-25 22:57:58.763529+00:00,v1,,,,,324.244139442351,100.857080978171,3.84765625,0.5887000846896,322.000071425643,1.94736083575758,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t192150p0000-A/GAO20230628t192150p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t192150p0000-A/GAO20230628t192150p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2023/06/28/GAO20230628t192150p0000-A/GAO20230628t192150p0000-A_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t192150p0000-A/GAO20230628t192150p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t192150p0000-A/GAO20230628t192150p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230628t191556p0000-A,35.4150999575447,-118.945224871115,2023-06-28T19:21:50+00,Other,CH4,mf,"[-118.94731976260991, 35.41315222656768, -118.94280589591799, 35.41683092048013]",GAO,production,2023-10-02 18:32:10.954652+00:00,2025-03-25 22:58:03.622132+00:00,v1,,,,,99.5657185206284,77.5861366951714,3.46028645833333,0.76245346066278,305.568159532747,12.7094214812039,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t192150p0000-B/GAO20230628t192150p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t192150p0000-B/GAO20230628t192150p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2023/06/28/GAO20230628t192150p0000-B/GAO20230628t192150p0000-B_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t192150p0000-B/GAO20230628t192150p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t192150p0000-B/GAO20230628t192150p0000-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230628t191556p0000-B,35.5159525841334,-119.038728284303,2023-06-28T19:15:56+00,Oil & Gas (1B2),CH4,mf,"[-119.04027165995686, 35.513522784263216, -119.03575196464062, 35.51723307695194]",GAO,production,2023-10-02 18:32:10.986387+00:00,2025-03-25 22:32:16.319368+00:00,v1,,,,,174.433520619118,50.4253418660207,3.84765625,0.5887000846896,322.000071425643,1.94736083575758,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t191556p0000-A/GAO20230628t191556p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t191556p0000-A/GAO20230628t191556p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2023/06/28/GAO20230628t191556p0000-A/GAO20230628t191556p0000-A_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t191556p0000-A/GAO20230628t191556p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t191556p0000-A/GAO20230628t191556p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230628t191556p0000-C,35.5094187884268,-119.036575534285,2023-06-28T19:15:56+00,Oil & Gas (1B2),CH4,mf,"[-119.03895952167336, 35.50729886546628, -119.03447870869832, 35.51094635050398]",GAO,production,2023-10-02 18:32:11.021748+00:00,2025-03-25 22:58:09.460731+00:00,v1,,,,,445.123407746196,84.1059596619987,3.84765625,0.5887000846896,322.000071425643,1.94736083575758,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t191556p0000-B/GAO20230628t191556p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t191556p0000-B/GAO20230628t191556p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2023/06/28/GAO20230628t191556p0000-B/GAO20230628t191556p0000-B_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t191556p0000-B/GAO20230628t191556p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t191556p0000-B/GAO20230628t191556p0000-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230628t191011p0000-A,35.4404840619547,-118.992499730034,2023-06-28T19:15:56+00,Oil & Gas (1B2),CH4,mf,"[-118.9937100840816, 35.43847891217339, -118.98919474262367, 35.442189092479055]",GAO,production,2023-10-02 18:32:11.061202+00:00,2025-03-25 22:58:18.000619+00:00,v1,,,,,565.782183086927,136.539649812986,3.60807291666667,0.691473067432088,312.600644974499,8.11708940016101,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t191556p0000-C/GAO20230628t191556p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t191556p0000-C/GAO20230628t191556p0000-C_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2023/06/28/GAO20230628t191556p0000-C/GAO20230628t191556p0000-C_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t191556p0000-C/GAO20230628t191556p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/28/GAO20230628t191556p0000-C/GAO20230628t191556p0000-C_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
